image,cell_id,cy,cx,area_px,circularity,eccentricity,solidity,process_count
HET_1,1488,2470.6,2370.1,1130,0.461,0.794,0.873,0
HET_1,1489,2460.3,1285.0,153,0.991,0.609,0.962,0
HET_1,1490,2471.2,1856.6,184,0.827,0.730,0.925,1
HET_1,1491,2492.6,434.6,703,0.387,0.965,0.781,1
HET_1,1492,2482.0,1363.4,1119,0.750,0.766,0.914,0
HET_1,1493,2486.4,757.7,655,0.439,0.757,0.687,1
HET_1,1494,2480.2,2156.6,265,0.633,0.923,0.828,0
HET_1,1495,2475.3,1237.7,317,0.770,0.833,0.938,0
HET_1,1496,2495.9,1272.3,553,0.416,0.973,0.761,0
HET_1,1497,2479.1,2313.0,231,0.882,0.712,0.939,1
HET_1,1498,2484.6,1507.3,421,0.669,0.859,0.875,1
HET_1,1499,2488.8,1643.6,577,0.362,0.758,0.702,1
HET_1,1500,2488.9,2048.6,349,0.481,0.970,0.849,2
HET_1,1501,2501.3,1406.7,829,0.372,0.919,0.690,1
HET_1,1502,2496.3,1711.9,619,0.310,0.908,0.612,1
HET_1,1503,2492.9,2177.9,583,0.481,0.424,0.787,2
HET_1,1504,2498.2,643.1,584,0.477,0.917,0.787,0
HET_1,1505,2480.5,571.0,265,0.402,0.982,0.855,0
HET_1,1506,2499.5,378.0,677,0.609,0.742,0.824,0
HET_1,1507,2497.1,487.7,288,0.555,0.952,0.865,0
HET_1,1508,2493.2,2100.9,464,0.470,0.868,0.711,1
HET_1,1509,2502.0,544.4,740,0.677,0.702,0.864,0
HET_1,1510,2496.2,1054.6,472,0.516,0.905,0.807,1
HET_1,1511,2496.6,1016.9,209,0.865,0.829,0.946,0
HET_1,1512,2508.6,833.7,697,0.410,0.790,0.741,0
HET_1,1513,2507.4,1788.9,325,0.719,0.881,0.908,2
HET_1,1514,2511.0,1457.2,493,0.762,0.745,0.916,1
HET_1,1515,2520.6,1088.6,448,0.467,0.938,0.737,0
HET_1,1516,2520.9,1842.3,1363,0.776,0.688,0.930,0
HET_1,1517,2508.4,950.6,287,0.652,0.820,0.854,1
HET_1,1518,2518.1,1524.3,395,0.728,0.790,0.900,2
HET_1,1519,2515.4,235.5,314,0.682,0.929,0.908,0
HET_1,1520,2519.2,801.9,683,0.415,0.927,0.739,0
HET_1,1521,2517.4,2033.9,527,0.330,0.890,0.637,0
HET_1,1522,2532.7,1817.4,753,0.605,0.635,0.868,0
HET_1,1523,2531.7,1114.7,449,0.391,0.968,0.736,0
HET_1,1524,2532.6,709.7,575,0.388,0.968,0.739,1
HET_1,1525,2523.6,1250.5,524,0.548,0.948,0.908,3
HET_1,1526,2529.2,381.6,305,0.802,0.864,0.938,0
HET_1,1527,2534.5,540.7,572,0.576,0.907,0.849,2
HET_1,1528,2532.3,769.3,254,0.527,0.938,0.814,0
HET_1,1529,2535.8,2229.0,493,0.615,0.911,0.896,0
HET_1,1530,2524.3,1210.8,139,0.901,0.824,0.946,0
HET_1,1531,2525.2,521.9,163,0.915,0.603,0.937,0
HET_1,1532,2534.0,1172.1,456,0.509,0.927,0.766,0
HET_1,1533,2533.3,2253.6,492,0.788,0.714,0.925,0
HET_1,1534,2540.2,2272.7,700,0.718,0.822,0.903,0
HET_1,1535,2535.4,1296.1,379,0.643,0.919,0.883,0
HET_1,1536,2549.7,574.4,726,0.685,0.792,0.913,0
HET_1,1537,2538.5,255.0,208,0.850,0.793,0.933,1
HET_1,1538,2545.5,2153.1,478,0.494,0.892,0.764,1
HET_1,1539,2547.2,1855.8,420,0.750,0.836,0.923,0
HET_1,1540,2539.1,726.5,138,0.599,0.956,0.857,0
HET_1,1541,2552.8,896.5,285,0.604,0.909,0.874,0
HET_1,1542,2543.9,1061.1,123,0.837,0.885,0.939,0
HET_1,1543,2549.4,1090.8,338,0.665,0.877,0.878,3
HET_1,1544,2547.0,2179.6,163,0.740,0.908,0.931,1
HET_1,1545,2560.3,1206.8,556,0.480,0.865,0.759,0
HET_1,1546,2561.4,196.5,433,0.705,0.466,0.902,0
HET_1,1547,2558.5,1326.3,227,0.947,0.633,0.962,0
HET_1,1548,2573.6,1423.9,635,0.445,0.247,0.745,2
HET_1,1549,2572.6,2020.8,933,0.578,0.690,0.813,1
HET_1,1550,2570.5,1506.8,325,0.782,0.762,0.929,1
HET_1,1551,2565.4,1698.5,209,0.677,0.904,0.886,1
HET_1,1552,2568.2,2137.2,242,0.593,0.784,0.786,1
HET_1,1553,2570.2,835.9,533,0.712,0.884,0.913,0
HET_1,1554,2575.7,1022.3,849,0.765,0.624,0.915,1
HET_1,1555,2571.1,1871.1,349,0.743,0.841,0.933,2
HET_1,1556,2577.6,869.6,899,0.334,0.867,0.599,1
HET_1,1557,2570.4,1523.2,262,0.731,0.710,0.865,0
HET_1,1558,2572.7,1951.3,572,0.449,0.949,0.773,0
HET_1,1559,2576.8,454.6,358,0.649,0.925,0.886,0
HET_1,1560,2581.1,1337.6,539,0.749,0.757,0.903,1
HET_1,1561,2574.6,1758.8,237,0.968,0.377,0.956,0
HET_1,1562,2585.2,1598.3,562,0.309,0.936,0.578,2
HET_1,1563,2587.6,1715.4,713,0.479,0.728,0.777,0
HET_1,1564,2591.9,578.3,699,0.637,0.847,0.839,1
HET_1,1565,2601.2,554.7,547,0.541,0.950,0.860,0
HET_1,1566,2593.5,1257.8,333,0.500,0.963,0.888,0
HET_1,1567,2598.8,768.3,366,0.544,0.909,0.804,0
HET_1,1568,2594.6,679.5,701,0.724,0.791,0.887,1
HET_1,1569,2590.7,1380.5,248,0.628,0.892,0.852,0
HET_1,1570,2592.1,1411.6,165,0.649,0.927,0.907,0
HET_1,1571,2596.0,1020.2,244,0.867,0.802,0.942,0
HET_1,1572,2599.8,1755.2,329,0.887,0.549,0.943,3
HET_1,1573,2602.5,730.4,661,0.615,0.886,0.863,0
HET_1,1574,2600.4,2200.4,259,0.622,0.837,0.827,2
HET_1,1575,2605.5,1444.5,363,0.485,0.959,0.777,0
HET_1,1576,2601.5,1110.9,424,0.368,0.886,0.616,3
HET_1,1577,2599.8,348.5,107,0.885,0.853,0.947,0
HET_1,1578,2602.6,1724.7,419,0.491,0.959,0.836,2
HET_1,1579,2612.5,2247.0,375,0.461,0.971,0.830,0
HET_1,1580,2611.4,439.4,423,0.712,0.459,0.865,0
HET_1,1581,2618.9,744.3,660,0.688,0.835,0.903,3
HET_1,1582,2623.7,826.0,636,0.721,0.762,0.880,1
HET_1,1583,2616.0,984.5,391,0.464,0.956,0.777,1
HET_1,1584,2613.9,1386.6,264,0.593,0.948,0.904,0
HET_1,1585,2614.3,2191.9,231,0.697,0.664,0.862,0
HET_1,1586,2616.9,264.5,341,0.817,0.770,0.937,1
HET_1,1587,2620.9,524.1,389,0.817,0.734,0.946,0
HET_1,1588,2616.9,1535.8,262,0.818,0.764,0.910,0
HET_1,1589,2616.4,2125.5,300,0.848,0.518,0.946,0
HET_1,1590,2627.5,1546.1,519,0.512,0.922,0.760,2
HET_1,1591,2621.7,709.6,371,0.845,0.492,0.942,0
HET_1,1592,2621.1,1916.2,374,0.669,0.899,0.906,1
HET_1,1593,2623.8,1123.7,400,0.561,0.752,0.832,0
HET_1,1594,2630.6,1240.8,574,0.451,0.858,0.715,0
HET_1,1595,2622.0,2221.0,203,0.951,0.599,0.967,1
HET_1,1596,2630.8,1381.3,741,0.355,0.880,0.616,2
HET_1,1597,2634.9,2018.1,707,0.543,0.672,0.790,1
HET_1,1598,2632.4,2062.5,234,0.553,0.954,0.863,0
HET_1,1599,2625.8,2198.1,235,0.790,0.420,0.904,0
HET_1,1600,2643.3,382.8,509,0.444,0.967,0.798,1
HET_1,1601,2631.0,295.6,249,0.895,0.663,0.947,2
HET_1,1602,2629.9,484.6,295,0.584,0.949,0.848,1
HET_1,1603,2645.3,776.6,986,0.611,0.556,0.865,0
HET_1,1604,2634.1,2185.0,360,0.667,0.881,0.898,0
HET_1,1605,2633.3,2123.4,284,0.870,0.710,0.947,3
HET_1,1606,2643.6,2079.8,474,0.603,0.880,0.830,2
HET_1,1607,2641.6,2146.1,442,0.748,0.769,0.913,0
HET_1,1608,2649.3,710.8,503,0.565,0.879,0.822,2
HET_1,1609,2653.7,1120.0,547,0.501,0.663,0.732,0
HET_1,1610,2651.3,315.6,534,0.772,0.760,0.914,0
HET_1,1611,2648.5,405.5,501,0.611,0.734,0.861,0
HET_1,1612,2658.5,679.8,1382,0.616,0.760,0.863,0
HET_1,1613,2657.1,968.2,658,0.405,0.815,0.718,0
HET_1,1614,2648.8,1693.2,349,0.756,0.829,0.923,2
HET_1,1615,2652.8,279.1,417,0.809,0.610,0.931,1
HET_1,1616,2659.7,1933.6,592,0.478,0.782,0.756,0
HET_1,1617,2648.8,2193.2,281,0.839,0.668,0.937,1
HET_1,1618,2650.6,847.2,251,0.695,0.918,0.909,0
HET_1,1619,2650.2,2123.8,296,0.591,0.767,0.809,0
HET_1,1620,2652.9,1650.3,180,0.541,0.967,0.923,0
HET_1,1621,2659.4,2158.1,327,0.687,0.879,0.913,3
HET_1,1622,2652.3,1097.7,181,0.718,0.747,0.874,2
HET_1,1623,2661.8,1854.8,511,0.634,0.858,0.856,0
HET_1,1624,2677.1,1803.4,737,0.242,0.849,0.481,1
HET_1,1625,2663.6,615.5,655,0.790,0.662,0.942,0
HET_1,1626,2660.3,2180.2,160,0.899,0.751,0.952,0
HET_1,1627,2667.1,511.2,212,0.725,0.916,0.942,0
HET_1,1628,2663.3,2062.3,133,0.835,0.868,0.950,0
HET_1,1629,2669.1,2201.4,407,0.768,0.812,0.940,2
HET_1,1630,2674.2,268.4,455,0.699,0.880,0.910,0
HET_1,1631,2670.7,1351.8,445,0.638,0.916,0.897,1
HET_1,1632,2670.5,282.4,242,0.870,0.656,0.942,1
HET_1,1633,2677.3,457.9,453,0.618,0.842,0.869,1
HET_1,1634,2686.2,576.6,729,0.589,0.844,0.808,0
HET_1,1635,2692.9,939.7,438,0.309,0.907,0.559,0
HET_1,1636,2692.9,784.3,527,0.482,0.946,0.815,0
HET_1,1637,2698.7,765.8,631,0.477,0.939,0.802,3
HET_1,1638,2688.6,1972.6,262,0.662,0.864,0.882,1
HET_1,1639,2700.0,537.7,699,0.655,0.885,0.890,0
HET_1,1640,2690.7,2129.1,434,0.526,0.607,0.756,1
HET_1,1641,2700.4,1664.2,234,0.498,0.959,0.810,0
HET_1,1642,2697.7,1603.6,611,0.351,0.972,0.702,1
HET_1,1643,2704.6,281.0,497,0.664,0.866,0.912,5
HET_1,1644,2698.4,515.4,225,0.645,0.933,0.882,0
HET_1,1645,2705.2,679.1,493,0.427,0.907,0.744,2
HET_1,1646,2699.2,1428.8,275,0.691,0.858,0.902,0
HET_1,1647,2702.9,461.2,200,0.848,0.800,0.935,0
HET_1,1648,2707.3,990.7,394,0.573,0.933,0.923,2
HET_1,1649,2716.0,1053.3,519,0.321,0.959,0.628,0
HET_1,1650,2711.0,918.2,354,0.660,0.902,0.863,1
HET_1,1651,2707.4,1738.7,303,0.549,0.942,0.832,0
HET_1,1652,2708.8,1687.6,312,0.932,0.325,0.966,0
HET_1,1653,2715.9,1915.2,518,0.757,0.747,0.927,0
HET_1,1654,2709.9,2029.6,158,0.743,0.909,0.946,0
HET_1,1655,2711.9,942.2,144,0.768,0.860,0.906,0
HET_1,1656,2726.5,610.0,530,0.500,0.381,0.799,1
HET_1,1657,2720.0,1673.4,262,0.606,0.949,0.897,2
HET_1,1658,2724.2,1605.6,438,0.458,0.936,0.731,2
HET_1,1659,2732.0,1390.1,679,0.465,0.769,0.759,2
HET_1,1660,2723.1,584.9,337,0.564,0.939,0.869,0
HET_1,1661,2722.9,1647.6,179,0.878,0.812,0.923,0
HET_1,1662,2735.7,1763.7,472,0.480,0.881,0.741,1
HET_1,1663,2733.6,2164.6,571,0.459,0.952,0.803,0
HET_1,1664,2734.3,2047.1,678,0.560,0.873,0.868,1
HET_1,1665,2730.5,783.8,133,0.742,0.853,0.858,0
HET_1,1666,2734.1,1136.3,346,0.401,0.976,0.765,0
HET_1,1667,2755.0,802.8,632,0.355,0.972,0.678,0
HET_1,1668,2739.1,2087.6,392,0.654,0.842,0.867,2
HET_1,1669,2750.4,537.7,868,0.596,0.728,0.824,0
HET_1,1670,2745.0,490.8,228,0.893,0.786,0.954,0
HET_1,1671,2751.6,1071.0,361,0.508,0.934,0.775,2
HET_1,1672,2756.7,430.2,302,0.580,0.945,0.915,1
HET_1,1673,2751.0,473.2,450,0.848,0.601,0.922,1
HET_1,1674,2763.1,1636.0,503,0.500,0.893,0.781,1
HET_1,1675,2767.2,1700.9,569,0.367,0.942,0.680,1
HET_1,1676,2767.9,2139.7,511,0.461,0.953,0.738,1
HET_1,1677,2758.7,414.3,453,0.841,0.659,0.942,0
HET_1,1678,2771.3,1815.8,580,0.400,0.950,0.753,0
HET_1,1679,2763.4,2156.7,368,0.629,0.935,0.902,1
HET_1,1680,2771.8,456.1,475,0.899,0.529,0.967,0
HET_1,1681,2782.3,1897.4,439,0.463,0.926,0.735,1
HET_1,1682,2775.5,2183.6,316,0.655,0.530,0.834,0
HET_1,1683,2783.5,417.7,373,0.619,0.861,0.842,4
HET_1,1684,2781.6,395.6,297,0.810,0.659,0.908,0
HET_1,1685,2782.5,1980.9,281,0.842,0.418,0.937,1
HET_1,1686,2784.8,509.9,295,0.850,0.652,0.934,0
HET_1,1687,2799.1,1434.1,313,0.478,0.971,0.855,1
HET_1,1688,2797.5,541.4,718,0.430,0.729,0.703,1
HET_1,1689,2788.4,799.7,217,0.621,0.924,0.882,1
HET_1,1690,2795.4,1125.6,421,0.759,0.821,0.909,0
HET_1,1691,2809.7,1117.3,749,0.402,0.962,0.824,0
HET_1,1692,2792.6,1703.6,239,0.672,0.929,0.898,0
HET_1,1693,2793.5,571.3,256,0.665,0.931,0.941,1
HET_1,1694,2808.8,1844.0,587,0.396,0.968,0.772,2
HET_1,1695,2799.2,376.4,249,0.751,0.854,0.926,0
HET_1,1696,2803.2,2085.0,364,0.806,0.768,0.917,2
HET_1,1697,2804.0,1753.9,260,0.863,0.812,0.959,1
HET_1,1698,2811.8,418.6,357,0.776,0.765,0.913,0
HET_1,1699,2815.4,1277.1,476,0.784,0.817,0.919,1
HET_1,1700,2818.6,1563.4,237,0.601,0.923,0.888,0
HET_1,1701,2823.1,1791.5,798,0.362,0.625,0.647,0
HET_1,1702,2823.9,2127.5,784,0.329,0.934,0.646,0
HET_1,1703,2824.7,718.4,458,0.483,0.961,0.819,2
HET_1,1704,2824.4,1223.0,370,0.619,0.788,0.822,2
HET_1,1705,2831.7,1513.3,442,0.498,0.731,0.754,3
HET_1,1706,2825.8,1197.5,375,0.661,0.608,0.845,0
HET_1,1707,2829.4,1110.1,299,0.710,0.908,0.934,1
HET_1,1708,2828.7,1866.3,256,0.958,0.602,0.966,0
HET_1,1709,2839.2,1482.7,947,0.712,0.736,0.921,0
HET_1,1710,2831.9,358.0,396,0.599,0.799,0.808,0
HET_1,1711,2836.1,1370.2,371,0.740,0.821,0.932,1
HET_1,1712,2852.4,1921.5,867,0.465,0.921,0.754,0
HET_1,1713,2843.9,1230.8,190,0.902,0.405,0.931,0
HET_1,1714,2858.1,1422.2,233,0.471,0.974,0.838,0
HET_1,1715,2860.0,602.8,568,0.528,0.946,0.805,0
HET_1,1716,2855.2,1552.8,383,0.702,0.545,0.901,0
HET_1,1717,2854.2,2067.2,266,0.672,0.781,0.839,2
HET_1,1718,2860.3,394.2,268,0.767,0.885,0.950,0
HET_1,1719,2853.3,2039.5,277,0.555,0.964,0.930,0
HET_1,1720,2874.6,1222.3,640,0.516,0.890,0.822,1
HET_1,1721,2866.4,1344.8,434,0.605,0.926,0.891,0
HET_1,1722,2870.3,1947.7,516,0.730,0.780,0.905,0
HET_1,1723,2868.9,1907.7,590,0.716,0.631,0.890,0
HET_1,1724,2866.3,770.1,304,0.458,0.877,0.686,0
HET_1,1725,2880.1,1722.3,749,0.340,0.893,0.606,0
HET_1,1726,2865.7,348.3,157,0.710,0.875,0.908,1
HET_1,1727,2876.8,1286.1,723,0.360,0.878,0.632,0
HET_1,1728,2887.0,1792.9,738,0.537,0.831,0.783,1
HET_1,1729,2874.0,2067.9,172,0.663,0.926,0.925,0
HET_1,1730,2899.2,1359.1,822,0.245,0.953,0.565,1
HET_1,1731,2881.8,1964.5,182,0.539,0.898,0.765,1
HET_1,1732,2887.1,504.8,574,0.634,0.691,0.833,0
HET_1,1733,2888.5,1198.1,409,0.839,0.716,0.940,0
HET_1,1734,2900.9,679.7,611,0.365,0.974,0.664,1
HET_1,1735,2907.1,2017.9,359,0.555,0.951,0.867,1
HET_1,1736,2906.4,605.7,249,0.609,0.945,0.865,0
HET_1,1737,2912.8,1547.9,446,0.802,0.826,0.937,3
HET_1,1738,2910.0,1642.6,365,0.571,0.834,0.804,1
HET_1,1739,2913.6,1991.6,444,0.813,0.526,0.919,0
HET_1,1740,2919.4,1871.4,546,0.374,0.932,0.669,0
HET_1,1741,2918.8,910.0,433,0.566,0.926,0.823,2
HET_1,1742,2928.7,1437.6,282,0.446,0.977,0.813,1
HET_1,1743,2927.4,1138.4,635,0.767,0.803,0.922,0
HET_1,1744,2933.4,381.2,397,0.792,0.844,0.950,0
HET_1,1745,2935.1,1161.1,428,0.748,0.469,0.895,2
HET_1,1746,2938.7,1005.5,598,0.632,0.522,0.849,0
HET_1,1747,2951.9,1406.5,535,0.395,0.956,0.669,0
HET_1,1748,2955.4,1481.3,549,0.690,0.729,0.874,0
HET_1,1749,2964.7,544.0,638,0.384,0.852,0.700,0
HET_1,1750,2954.0,879.9,420,0.570,0.858,0.824,0
HET_1,1751,2961.5,1146.8,421,0.612,0.900,0.830,0
HET_1,1752,2953.1,1793.5,208,0.935,0.651,0.950,1
HET_1,1753,2964.0,1732.1,711,0.765,0.759,0.915,0
HET_1,1754,2967.6,1093.7,775,0.830,0.680,0.945,0
HET_1,1755,2966.1,685.8,568,0.520,0.896,0.782,1
HET_1,1756,2961.1,898.8,197,0.797,0.804,0.912,0
HET_1,1757,2962.8,477.3,306,0.576,0.729,0.829,1
HET_1,1758,2975.3,619.5,395,0.536,0.913,0.816,2
HET_1,1759,2993.0,415.0,669,0.403,0.973,0.872,1
HET_1,1760,2972.7,715.8,361,0.843,0.625,0.938,0
HET_1,1761,2977.3,448.3,245,0.779,0.831,0.918,1
HET_1,1762,2976.0,887.9,326,0.824,0.743,0.921,1
HET_1,1763,2983.4,1895.9,613,0.288,0.820,0.578,0
HET_1,1764,2981.2,1489.6,272,0.684,0.738,0.853,1
HET_1,1765,2975.5,1607.9,306,0.904,0.652,0.971,1
HET_1,1766,2981.6,1583.3,391,0.671,0.748,0.887,0
HET_1,1767,2983.2,1119.4,392,0.715,0.840,0.905,3
HET_1,1768,2982.1,585.7,134,0.922,0.811,0.964,0
HET_1,1769,2991.4,726.6,186,0.685,0.919,0.925,1
HET_1,1770,2996.6,1659.0,479,0.424,0.805,0.673,1
HET_1,1771,3004.6,1866.9,557,0.532,0.898,0.810,1
HET_1,1772,2997.4,538.3,427,0.747,0.743,0.884,1
HET_1,1773,2996.2,882.3,196,0.818,0.771,0.929,0
HET_1,1774,3003.7,971.4,462,0.344,0.965,0.690,0
HET_1,1775,3006.1,1495.5,348,0.815,0.273,0.926,1
HET_1,1776,3011.6,1889.9,208,0.456,0.976,0.863,0
HET_1,1777,3018.1,1615.7,315,0.479,0.944,0.766,0
HET_1,1778,3022.1,389.3,301,0.559,0.945,0.872,2
HET_1,1779,3015.2,518.9,113,0.994,0.482,0.958,0
HET_1,1780,3017.6,1937.1,166,0.663,0.902,0.878,1
HET_1,1781,3033.5,1272.1,601,0.371,0.932,0.667,0
HET_1,1782,3033.1,1408.1,423,0.505,0.945,0.786,1
HET_1,1783,3038.1,1763.9,485,0.556,0.771,0.807,2
HET_1,1784,3036.9,1358.4,405,0.656,0.726,0.840,0
HET_1,1785,3049.9,1172.0,526,0.361,0.955,0.679,2
HET_1,1786,3036.5,1234.0,390,0.434,0.972,0.785,1
HET_1,1787,3044.6,1441.4,453,0.632,0.733,0.856,0
HET_1,1788,3046.3,1101.7,523,0.774,0.627,0.922,0
HET_1,1789,3063.4,1907.9,791,0.456,0.807,0.717,0
HET_1,1790,3060.4,824.4,821,0.487,0.809,0.745,0
HET_1,1791,3062.5,573.5,658,0.358,0.850,0.620,1
HET_1,1792,3057.8,702.3,360,0.615,0.948,0.930,1
HET_1,1793,3053.5,1456.7,220,0.902,0.552,0.948,0
HET_1,1794,3054.0,1045.5,124,1.026,0.634,0.969,0
HET_1,1795,3063.3,1413.2,338,0.670,0.870,0.878,0
HET_1,1796,3084.4,1548.6,494,0.371,0.979,0.818,0
HET_1,1797,3070.1,1139.6,171,0.610,0.935,0.886,0
HET_1,1798,3079.4,1166.8,271,0.598,0.933,0.866,0
HET_1,1799,3074.9,1019.1,99,0.898,0.826,0.925,0
HET_1,1800,3085.1,1653.1,451,0.509,0.954,0.861,2
HET_1,1801,3078.4,1373.5,97,0.951,0.740,0.933,0
HET_1,1802,3080.1,1743.5,165,0.989,0.590,0.954,0
HET_1,1803,3083.7,463.6,203,0.782,0.885,0.923,1
HET_1,1804,3084.6,1064.8,208,0.776,0.748,0.904,0
HET_1,1805,3107.3,1392.6,885,0.470,0.902,0.756,0
HET_1,1806,3101.7,940.4,695,0.481,0.815,0.788,0
HET_1,1807,3096.5,1009.4,435,0.742,0.778,0.897,0
HET_1,1808,3099.6,511.5,753,0.523,0.889,0.772,0
HET_1,1809,3095.9,1848.6,541,0.526,0.948,0.807,1
HET_1,1810,3101.7,1698.3,480,0.777,0.610,0.911,0
HET_1,1811,3101.9,1779.6,183,0.616,0.929,0.897,1
HET_1,1812,3111.5,1450.5,695,0.463,0.678,0.732,1
HET_1,1813,3104.1,1803.6,246,0.649,0.935,0.898,0
HET_1,1814,3111.7,1624.3,335,0.612,0.936,0.898,3
HET_1,1815,3113.0,1022.9,412,0.751,0.687,0.909,1
HET_1,1816,3121.6,1703.9,426,0.553,0.903,0.808,2
HET_1,1817,3121.9,1783.2,378,0.567,0.932,0.867,1
HET_1,1818,3128.9,1543.7,555,0.539,0.906,0.813,1
HET_1,1819,3116.0,1074.9,152,0.901,0.684,0.933,0
HET_1,1820,3122.3,1321.2,348,0.682,0.919,0.935,0
HET_1,1821,3119.6,1911.8,130,0.733,0.902,0.897,0
HET_1,1822,3139.0,1325.6,485,0.432,0.937,0.747,0
HET_1,1823,3130.5,1888.7,380,0.636,0.877,0.832,0
HET_1,1824,3133.9,1445.5,257,0.667,0.892,0.874,0
HET_1,1825,3141.4,731.8,441,0.685,0.883,0.915,0
HET_1,1826,3127.8,1866.3,118,0.803,0.875,0.937,0
HET_1,1827,3136.1,1901.5,351,0.695,0.759,0.875,2
HET_1,1828,3141.3,1731.1,335,0.562,0.888,0.775,0
HET_1,1829,3139.0,1371.2,342,0.707,0.916,0.945,0
HET_1,1830,3141.6,1605.8,530,0.861,0.610,0.941,0
HET_1,1831,3138.4,1789.0,264,0.701,0.887,0.907,0
HET_1,1832,3149.0,678.5,262,0.668,0.877,0.919,0
HET_1,1833,3146.7,977.3,202,0.732,0.890,0.922,0
HET_1,1834,3141.5,1060.5,262,0.853,0.734,0.936,1
HET_1,1835,3141.3,927.0,162,0.882,0.743,0.947,0
HET_1,1836,3147.6,1180.9,828,0.399,0.959,0.795,0
HET_1,1837,3142.3,1852.8,189,0.844,0.772,0.913,0
HET_1,1838,3144.9,569.6,203,0.829,0.753,0.927,2
HET_1,1839,3149.0,1042.7,297,0.829,0.791,0.946,0
HET_1,1840,3149.2,819.3,210,0.816,0.860,0.959,0
HET_1,1841,3151.3,1119.2,184,0.526,0.945,0.821,0
HET_1,1842,3149.3,1354.5,103,0.794,0.758,0.920,1
HET_1,1843,3149.3,1844.2,108,0.777,0.844,0.915,1
HET_1,1844,3152.3,933.3,180,0.608,0.889,0.900,1
HET_1,1845,3149.8,1905.3,51,1.069,0.639,0.944,0
HET_1,1846,3150.6,1624.7,47,0.699,0.944,0.904,1
HET_1,1847,3153.0,1233.5,103,0.827,0.880,0.963,1
HET_1,1848,3156.4,318.4,142,0.902,0.806,0.959,0
HET_3,1,24.6,774.6,399,0.673,0.317,0.860,1
HET_3,2,17.4,817.8,175,0.887,0.745,0.962,0
HET_3,3,17.1,93.9,73,0.901,0.861,0.936,0
HET_3,4,23.4,5.6,152,0.770,0.822,0.916,0
HET_3,5,57.4,559.0,699,0.227,0.966,0.542,1
HET_3,6,29.2,1054.1,380,0.747,0.836,0.922,0
HET_3,7,39.5,6.4,152,0.875,0.805,0.944,0
HET_3,8,43.2,470.6,378,0.582,0.748,0.836,1
HET_3,9,41.1,845.2,239,0.826,0.851,0.956,0
HET_3,10,59.7,699.7,446,0.412,0.977,0.868,0
HET_3,11,47.5,627.4,220,0.758,0.891,0.928,2
HET_3,12,54.7,754.0,388,0.422,0.948,0.697,0
HET_3,13,47.8,406.0,214,0.837,0.604,0.918,0
HET_3,14,59.6,228.5,325,0.442,0.957,0.744,0
HET_3,15,51.6,979.5,183,0.897,0.802,0.953,0
HET_3,16,56.0,395.3,140,0.968,0.684,0.952,2
HET_3,17,66.9,836.0,227,0.764,0.697,0.880,0
HET_3,18,65.0,1003.4,363,0.829,0.766,0.938,0
HET_3,19,65.3,1026.9,216,0.864,0.806,0.956,1
HET_3,20,87.6,70.2,325,0.434,0.960,0.749,2
HET_3,21,96.3,292.0,570,0.404,0.954,0.760,0
HET_3,22,89.6,931.8,206,0.898,0.670,0.932,1
HET_3,23,106.6,194.1,624,0.513,0.922,0.786,1
HET_3,24,100.0,597.3,383,0.805,0.585,0.932,0
HET_3,25,96.8,830.1,219,0.683,0.890,0.890,0
HET_3,26,102.0,815.2,214,0.675,0.668,0.863,0
HET_3,27,101.9,898.6,175,0.953,0.767,0.962,0
HET_3,28,108.4,459.6,184,0.489,0.950,0.776,0
HET_3,29,110.9,989.6,339,0.741,0.902,0.934,0
HET_3,30,108.8,429.7,292,0.642,0.723,0.825,0
HET_3,31,106.5,1135.6,334,0.793,0.832,0.946,3
HET_3,32,123.1,639.7,635,0.663,0.589,0.859,0
HET_3,33,137.8,447.0,544,0.346,0.920,0.678,1
HET_3,34,127.0,284.2,270,0.648,0.941,0.947,0
HET_3,35,127.7,905.8,534,0.842,0.600,0.937,0
HET_3,36,121.1,1121.9,373,0.626,0.921,0.901,1
HET_3,37,131.6,566.2,207,0.673,0.923,0.904,0
HET_3,38,143.7,505.6,394,0.396,0.933,0.735,2
HET_3,39,144.8,578.0,427,0.420,0.971,0.768,2
HET_3,40,154.4,544.9,507,0.383,0.781,0.645,1
HET_3,41,150.6,225.6,520,0.535,0.371,0.790,0
HET_3,42,152.6,806.6,414,0.628,0.758,0.835,1
HET_3,43,154.1,772.3,546,0.528,0.895,0.794,1
HET_3,44,165.5,1029.0,997,0.416,0.921,0.727,0
HET_3,45,173.2,33.5,348,0.843,0.808,0.951,2
HET_3,46,179.1,896.4,258,0.910,0.560,0.945,0
HET_3,47,185.6,777.5,338,0.714,0.768,0.892,0
HET_3,48,190.1,673.8,252,0.637,0.907,0.872,0
HET_3,49,194.9,188.7,371,0.512,0.941,0.830,1
HET_3,50,197.8,1013.9,817,0.707,0.477,0.893,0
HET_3,51,201.1,985.4,408,0.459,0.966,0.789,1
HET_3,52,194.2,410.2,169,0.760,0.900,0.934,0
HET_3,53,194.1,712.8,329,0.530,0.957,0.864,1
HET_3,54,202.1,260.3,367,0.871,0.752,0.948,0
HET_3,55,197.8,879.6,270,0.934,0.481,0.964,2
HET_3,56,203.2,502.3,749,0.574,0.769,0.841,0
HET_3,57,201.3,542.0,577,0.311,0.950,0.627,1
HET_3,58,216.8,623.1,508,0.494,0.953,0.827,1
